catcherid,balls,strikes,is_lhb,is_lhp,is_strike,is_swing,is_miss,is_ballinplay,px,pz,SpinRate,InducedVerticalBreak,HorizontalBreak,Pitch_Type
4,1,2,0,0,0,0,0,0,-2.146,0.04,2590.459656,-2.612877861,-15.74726206,Slider
4,2,2,0,0,1,1,0,0,-0.564,2.487,2243.258484,15.63162516,6.080856267,FourSeam Fastball
4,2,2,0,0,1,0,0,0,0.226,2.77,2579.797303,-3.791403547,-16.93089586,Slider
4,0,0,1,0,0,1,0,1,0.771,2.236,1619.390931,6.502288327,8.960667554,Changeup
4,0,0,1,0,1,0,0,0,0.072,2.387,2252.714539,15.35510157,9.215306226,FourSeam Fastball
4,0,1,1,0,0,0,0,0,0.578,4.267,2277.558533,13.17926024,10.81385512,FourSeam Fastball
4,1,1,1,0,0,1,0,1,-0.902,2.51,2489.142762,3.156371579,-10.0170632,Slider
4,0,0,0,0,1,0,0,0,0.223,2.429,2435.36615,-5.944376484,-11.97723871,Slider
4,0,1,0,0,1,1,1,0,-0.932,1.069,2414.521424,-4.199306026,-11.50102812,Slider
4,0,2,0,0,1,1,0,0,-0.656,3.166,2372.995301,15.3639078,8.7157926,FourSeam Fastball
4,0,2,0,0,1,1,1,0,-0.644,1.334,2440.988709,-4.95629932,-13.88721186,Slider
4,0,0,1,0,1,1,0,0,0.13,2.196,2015.50409,7.576149926,13.88223356,TwoSeam Fastball
4,0,1,1,0,1,0,0,0,-0.281,1.765,2426.069031,-2.267726675,-15.85950094,Slider
4,0,2,1,0,0,0,0,0,0.375,1.469,2535.270447,0.113158466,-13.62664038,Slider
4,1,2,1,0,0,0,0,0,-0.488,4.023,2125.030701,14.50828551,5.646099988,FourSeam Fastball
4,2,2,1,0,0,1,0,1,-0.375,1.877,2502.800965,0.252056673,-12.49190908,Slider
4,0,0,1,0,1,1,0,0,0.202,1.948,1627.702576,7.264220223,9.010230962,Changeup
4,0,1,1,0,0,0,0,0,-0.648,4.352,2227.600525,15.21012877,5.797768537,FourSeam Fastball
4,1,1,1,0,0,1,0,1,0.195,3.171,2216.309754,14.72767828,5.923885766,FourSeam Fastball
4,0,0,0,0,0,1,0,1,-0.396,2.565,2404.613221,3.363589033,-11.35133558,Slider
4,0,0,0,0,0,0,0,0,-1.238,1.713,2221.452576,15.22650336,8.18772978,FourSeam Fastball
4,1,0,0,0,1,0,0,0,-0.45,1.962,2394.861756,1.21146749,-9.359405573,Slider
4,1,1,0,0,0,0,0,0,-1.012,1.326,2200.755066,15.19753073,8.48938841,FourSeam Fastball
4,2,1,0,0,1,1,1,0,-1.018,1.827,2358.631043,0.81950812,-10.03981596,Slider
4,2,2,0,0,1,1,0,0,-0.673,3.809,2297.28241,16.31254576,8.948192541,FourSeam Fastball
4,2,2,0,0,1,1,0,0,0.116,2.837,2572.630066,-1.907581702,-14.23491007,Slider
4,2,2,0,0,0,0,0,0,2.056,3.784,2028.68573,7.35155867,15.22639174,TwoSeam Fastball
4,3,2,0,0,1,1,0,0,0.585,3.337,2218.081482,14.06609152,4.970692579,FourSeam Fastball
4,3,2,0,0,1,1,0,0,-0.945,1.671,2651.971375,-7.544236675,-18.5828219,Slider
4,3,2,0,0,0,0,0,0,-1.44,2.409,2519.872498,1.655350074,-13.26380545,Slider
4,0,0,1,0,0,0,0,0,1.17,5.376,2126.499695,14.45288275,8.05210394,FourSeam Fastball
4,1,0,1,0,1,0,0,0,0.476,2.679,2461.540223,4.987299904,-7.998312529,Slider
4,1,1,1,0,0,1,0,1,0.752,1.785,2044.255555,8.213863358,16.45755667,TwoSeam Fastball
4,0,0,0,0,1,1,1,0,-1.221,2.206,2054.832459,12.1546316,7.496630613,FourSeam Fastball
4,0,1,0,0,1,1,1,0,-1.149,1.532,2375.044373,-0.399422094,-12.46994978,Slider
4,0,2,0,0,0,0,0,0,-1.04,1.317,2452.92157,-0.655818239,-16.71648126,Slider
4,1,2,0,0,0,0,0,0,-0.494,3.771,2530.762635,5.502810463,-9.667947825,Slider
4,2,2,0,0,1,1,0,0,0.14,2.31,2645.815125,-2.949328437,-11.52394873,Slider
4,2,2,0,0,1,1,1,0,-0.432,2.542,2373.257019,4.188762173,-11.42138677,Slider
4,0,0,1,0,0,0,0,0,1.49,3.164,1953.354065,8.510336861,15.60964674,TwoSeam Fastball
4,1,0,1,0,0,0,0,0,1.039,4.443,2019.436463,15.87942027,7.304560129,FourSeam Fastball
4,2,0,1,0,1,1,0,0,0.645,2.205,1991.046082,6.693010315,14.71626181,TwoSeam Fastball
4,2,1,1,0,1,1,0,0,-0.203,2.288,2124.57489,15.17531012,7.258236829,FourSeam Fastball
4,2,2,1,0,1,1,0,0,-0.37,2.44,2065.614441,14.0321226,6.082409326,FourSeam Fastball
4,2,2,1,0,0,0,0,0,-0.49,0.698,2743.861267,-2.270885959,-13.97998434,Slider
4,3,2,1,0,1,0,0,0,0.813,2.743,2370.944764,-1.749390259,-11.76587301,Slider
4,0,0,1,0,0,0,0,0,-1.289,0.627,2463.246521,-4.439979091,-11.03161627,Slider
4,1,0,1,0,1,0,0,0,0.53,2.214,1638.701599,4.610629544,4.732494775,Changeup
4,1,1,1,0,1,1,0,0,0.219,2.207,2439.198914,-3.466563001,-13.85015684,Slider
4,1,2,1,0,0,0,0,0,1.015,4.528,2039.229432,14.85556124,7.221733991,FourSeam Fastball
4,2,2,1,0,1,1,1,0,0.829,3.023,2154.759949,13.29929541,7.310293142,FourSeam Fastball
4,0,0,0,0,1,0,0,0,0.112,1.803,2420.841492,-5.187761799,-17.02772051,Slider
4,0,1,0,0,0,1,0,1,0.664,2.106,2506.592469,-4.455147281,-10.91303068,Slider
4,0,0,1,0,0,1,0,1,-0.563,1.139,2411.028748,-3.862366453,-14.45585447,Slider
4,0,0,1,0,0,0,0,0,-0.447,1.284,2053.359314,14.39978693,11.61257261,FourSeam Fastball
4,1,0,1,0,1,0,0,0,0.813,1.722,2083.663269,7.335146889,16.32567686,TwoSeam Fastball
4,1,1,1,0,0,0,0,0,1.512,3.462,2568.115906,-5.109795585,-16.64061266,Slider
4,2,1,1,0,0,0,0,0,-1.383,0.408,1752.072815,6.017553315,11.70224756,Changeup
4,3,1,1,0,1,1,0,0,-0.709,2.602,2139.132996,16.7588291,8.416894857,FourSeam Fastball
4,3,2,1,0,0,1,0,1,-0.104,2.318,2454.84491,3.422127947,-13.63420397,Slider
4,0,0,0,0,0,0,0,0,-0.926,1.075,2407.536072,-0.630783871,-12.19038874,Slider
4,1,0,0,0,1,1,0,0,-0.33,2.497,2032.152527,14.2150154,6.663456384,FourSeam Fastball
4,1,1,0,0,0,0,0,0,1.485,1.949,2162.222351,8.907229409,16.54490179,TwoSeam Fastball
4,2,1,0,0,0,1,0,1,1.053,2.549,1949.223328,6.152378067,17.75369734,TwoSeam Fastball
4,0,0,0,0,1,1,0,0,0.326,2.622,2050.86615,13.72407721,8.553981725,FourSeam Fastball
4,0,1,0,0,0,1,0,1,0.781,2.017,2073.615174,12.37203883,14.02824778,TwoSeam Fastball
4,0,0,1,0,0,0,0,0,-0.566,1.055,2009.25116,9.485992417,15.91315455,TwoSeam Fastball
4,1,0,1,0,1,1,0,0,0.096,2.275,2506.726746,-1.170467749,-10.63006407,Slider
4,1,1,1,0,0,0,0,0,1.104,4.187,2092.395935,5.938318238,17.14510817,TwoSeam Fastball
4,2,1,1,0,0,1,0,1,-0.217,2.248,2473.29242,0.017628193,-13.1261149,Slider
4,0,0,0,0,1,0,0,0,0.064,2.334,2287.827088,-1.711412922,-15.42610365,Slider
4,0,1,0,0,0,0,0,0,-1.364,1.812,2052.295594,13.53851603,5.26925892,FourSeam Fastball
4,1,1,0,0,1,1,0,0,1.737,3.272,2167.128357,5.317556366,17.16159338,TwoSeam Fastball
4,1,2,0,0,0,0,0,0,1.508,1.595,2072.247254,5.861950859,15.97289175,TwoSeam Fastball
4,2,2,0,0,0,1,0,1,-0.778,1.365,2491.007752,-5.435693279,-16.27288729,Slider
4,0,0,1,0,1,1,0,0,-0.011,2.052,2134.864197,10.87117861,14.45085329,TwoSeam Fastball
4,0,1,1,0,0,0,0,0,0.369,4.3,1971.707337,14.50967501,5.936248247,FourSeam Fastball
4,1,1,1,0,0,0,0,0,-0.218,4.552,2164.445008,15.8318138,6.312892381,FourSeam Fastball
4,2,1,1,0,0,1,0,1,-0.513,2.131,2315.20282,-3.741987959,-10.01512247,Slider
4,0,0,1,0,0,0,0,0,1.282,3.965,2068.549744,14.1078205,7.990416471,FourSeam Fastball
4,1,0,1,0,1,1,1,0,0.183,1.367,1487.542908,1.863830671,10.14699453,Changeup
4,1,1,1,0,0,0,0,0,-0.932,2.664,2137.587586,14.76264571,6.560379449,FourSeam Fastball
4,2,1,1,0,0,0,0,0,-0.422,0.554,1609.055237,1.000552043,11.52853865,Changeup
4,3,1,1,0,0,1,0,1,-0.445,2.882,2433.446961,-2.068362251,-14.06546884,Slider
4,0,0,0,0,1,1,1,0,-1.308,0.49,2527.471131,-1.252901092,-10.815692,Slider
4,0,1,0,0,0,1,0,1,-0.069,2.965,2114.201355,14.76702879,9.599698011,FourSeam Fastball
4,0,0,0,1,0,0,0,0,1.168,2.359,2227.298035,3.895810589,-18.86328989,TwoSeam Fastball
4,1,0,0,1,0,1,0,1,0.7,2.414,2179.158142,2.07026802,-18.82496744,TwoSeam Fastball
4,0,0,1,1,0,0,0,0,0.335,1.296,2349.396668,1.153179273,-23.62892824,TwoSeam Fastball
4,0,0,0,0,1,0,0,0,0.558,1.932,2023.19513,12.02156065,12.73639197,TwoSeam Fastball
4,0,1,0,0,0,0,0,0,-1.61,2.037,2539.863953,-0.393469915,-6.530899104,Slider
4,1,1,0,0,1,1,1,0,0.696,2.137,2062.821228,10.08719061,12.52876562,TwoSeam Fastball
4,1,2,0,0,0,0,0,0,-1.146,0.2,2574.74823,-1.87207295,-8.390910204,Slider
4,2,2,0,0,1,1,1,0,0.147,2.256,2468.770447,16.43765639,0.09484807,FourSeam Fastball
4,0,0,0,0,1,0,0,0,-0.995,1.924,2446.255555,14.296607,1.531999413,FourSeam Fastball
4,0,1,0,0,0,0,0,0,-1.499,3.185,2596.279236,-0.782109514,-10.22066885,Slider
4,1,1,0,0,0,0,0,0,0.571,0.232,2302.844422,11.41718577,11.80919737,TwoSeam Fastball
4,2,1,0,0,0,0,0,0,-0.922,1.257,NULL,-3.627908006,-8.252315577,Slider
4,3,1,0,0,0,1,0,1,0.556,2.826,2203.249695,11.37284468,14.12143892,TwoSeam Fastball
4,0,0,1,0,0,0,0,0,1.228,2.135,2288.645447,8.509088501,16.09893889,TwoSeam Fastball
4,1,0,1,0,0,0,0,0,-0.278,1.037,2339.653992,8.588648781,16.77152533,TwoSeam Fastball
4,2,0,1,0,1,1,0,0,-0.673,2.621,2391.37201,18.53712271,6.085946981,FourSeam Fastball
4,2,1,1,0,1,0,0,0,0.122,1.632,2311.637879,5.968314156,18.39172072,TwoSeam Fastball
4,2,2,1,0,1,1,0,0,0.411,1.691,2611.41034,6.808731064,-3.592084464,Slider
4,2,2,1,0,1,1,0,0,0.201,2.195,2487.507019,12.86376379,14.29493231,FourSeam Fastball
4,2,2,1,0,1,1,0,0,-0.98,3.2,2344.267273,14.02006339,5.953755323,FourSeam Fastball
4,2,2,1,0,0,0,0,0,1.605,3.056,2550.830262,6.146596894,-7.992663916,Slider
4,3,2,1,0,1,1,0,0,0.412,2.697,2421.803406,12.71256159,10.00315947,FourSeam Fastball
4,3,2,1,0,0,1,0,1,0.133,2.205,2495.128601,5.999340996,-6.572562274,Slider
4,0,0,0,0,1,0,0,0,0.368,2.256,2433.263611,6.288281426,-5.186375674,Slider
4,0,1,0,0,0,0,0,0,-1.126,1.441,2509.570252,7.450833306,-8.299420413,Slider
4,1,1,0,0,1,0,0,0,-0.894,2.262,2599.143738,4.840119824,-6.092010554,Slider
4,1,2,0,0,1,1,0,0,1.288,2.196,2445.464539,8.755569443,14.3115291,TwoSeam Fastball
4,1,2,0,0,0,1,0,1,-1.441,2.436,2322.024353,14.59940718,8.69027609,FourSeam Fastball
4,0,0,1,0,1,1,0,0,0.307,1.146,2420.36493,-11.21600629,-6.075830039,Curveball
4,0,1,1,0,0,0,0,0,-1.764,2.204,2411.897889,13.26410674,11.68408007,FourSeam Fastball
4,1,1,1,0,0,0,0,0,-0.778,3.592,2527.669861,14.85979651,9.492984716,FourSeam Fastball
4,2,1,1,0,0,0,0,0,-0.662,1.361,2317.649109,8.630146965,13.95485777,TwoSeam Fastball
4,3,1,1,0,0,0,0,0,-0.535,1.106,2529.223816,7.652771935,-7.030838069,Slider
4,0,0,1,0,1,1,1,0,0.535,2.876,2509.272889,5.350532517,-6.766651686,Slider
4,0,1,1,0,1,0,0,0,-0.845,1.879,2265.703064,10.98797892,13.95238871,TwoSeam Fastball
4,0,2,1,0,1,1,0,0,-1.223,2.836,2509.76532,14.86121653,7.400630895,FourSeam Fastball
4,0,2,1,0,0,0,0,0,1.734,2.038,2237.429871,6.892571911,15.76716322,TwoSeam Fastball
4,1,2,1,0,0,0,0,0,1.365,2.323,2519.131531,5.946823105,-4.016824301,Slider
4,2,2,1,0,0,0,0,0,0.833,4.315,2411.640564,10.91313647,8.655146543,FourSeam Fastball
4,3,2,1,0,1,1,1,0,0.697,1.729,2467.893982,10.34214209,11.10150046,FourSeam Fastball
4,0,0,0,0,1,0,0,0,-0.826,2.858,2277.510926,3.679301485,15.29191012,TwoSeam Fastball
4,0,1,0,0,0,1,0,1,0.59,2.733,2207.559998,7.697804436,15.99406904,TwoSeam Fastball
4,0,0,0,0,1,0,0,0,0.904,2.191,2207.121277,10.33297919,16.18136877,TwoSeam Fastball
4,0,1,0,0,1,1,0,0,0.547,1.224,2285.628601,6.307417855,17.3065309,TwoSeam Fastball
4,0,2,0,0,1,1,1,0,0.055,2.427,2046.562195,5.266708836,-9.7628594,Curveball
4,0,0,1,0,0,1,0,1,-0.062,1.802,2155.993592,5.971608147,15.58972735,TwoSeam Fastball
1,0,0,1,0,1,1,0,0,-0.262,1.67,2013.776167,11.23973925,11.34103583,FourSeam Fastball
1,0,1,1,0,1,1,1,0,1.151,1.781,2016.382368,4.161030121,17.63734244,Changeup
1,0,2,1,0,0,0,0,0,1.958,2.398,1963.708296,3.681341238,16.55492209,Changeup
1,1,2,1,0,1,1,0,0,-0.129,1.26,1915.375776,1.575280614,12.88465117,Changeup
1,1,2,1,0,0,1,0,1,0.473,1.667,1823.465742,2.054958649,12.72984885,Changeup
1,0,0,1,0,1,0,0,0,0.677,1.644,2205.193647,14.68257315,14.30852507,FourSeam Fastball
1,0,1,1,0,0,0,0,0,-2.269,1.466,2266.514936,16.15363485,12.996397,FourSeam Fastball
1,1,1,1,0,1,1,0,0,1.075,2.198,1946.882978,3.869601794,18.1875553,Changeup
1,1,2,1,0,0,0,0,0,-0.429,1.233,2259.991255,13.98263342,15.43012045,FourSeam Fastball
1,2,2,1,0,0,1,0,1,0.262,1.957,1967.965254,6.744150467,14.85213946,Changeup
1,0,0,0,0,1,1,1,0,-0.151,1.965,2268.414351,15.72398169,9.369822487,FourSeam Fastball
1,0,1,0,0,0,0,0,0,1.995,3.003,2033.760908,7.781894512,16.94981955,TwoSeam Fastball
1,1,1,0,0,1,1,0,0,-0.266,3.208,2137.67021,7.797313519,15.92524718,TwoSeam Fastball
1,1,2,0,0,0,0,0,0,-0.93,1.054,2201.184614,-4.009158544,-2.700107589,Slider
1,2,2,0,0,1,1,1,0,0.193,2.026,2029.936811,5.09554369,16.45457457,Changeup
1,0,0,1,0,0,0,0,0,1.324,2.738,1922.348921,2.623597212,16.17704581,Changeup
1,1,0,1,0,0,0,0,0,-1.266,2.661,2253.2227,13.50376398,10.41975592,FourSeam Fastball
1,2,0,1,0,1,1,1,0,0.327,1.397,2023.187422,1.456247158,16.76194952,Changeup
1,2,1,1,0,1,1,1,0,0.998,3.495,2028.327559,14.3029402,17.95199393,FourSeam Fastball
1,2,2,1,0,0,0,0,0,1.051,0.802,2205.516157,5.617734738,23.0741844,TwoSeam Fastball
1,3,2,1,0,1,1,0,0,0.268,2.433,1966.956953,-1.669446878,15.83165167,Changeup
1,3,2,1,0,1,1,1,0,-0.295,1.348,2005.655561,3.872923918,14.92565821,Changeup
1,0,0,0,0,0,0,0,0,-1.808,1.801,2247.226851,13.84883482,10.64027022,FourSeam Fastball
1,1,0,0,0,0,0,0,0,1.004,2.807,1990.446943,3.637482949,14.77637385,Changeup
1,2,0,0,0,1,0,0,0,-0.279,3.272,2229.921919,14.02715189,11.38305758,FourSeam Fastball
1,2,1,0,0,1,1,0,0,0.87,2.679,2186.241499,7.800422974,15.41744517,TwoSeam Fastball
1,2,2,0,0,0,1,0,1,0.525,2.456,1994.221601,1.444637842,14.67471693,Changeup
1,0,0,0,0,0,0,0,0,1.182,2.824,2141.405806,4.670080014,16.87631224,TwoSeam Fastball
1,1,0,0,0,0,1,0,1,-0.013,1.731,2065.172651,4.509189911,14.3534355,TwoSeam Fastball
1,0,0,0,0,1,1,0,0,0.088,2.368,2002.972212,5.293876953,16.18260573,TwoSeam Fastball
1,0,1,0,0,1,1,1,0,0.278,2.504,2143.637983,4.886614151,14.65452956,TwoSeam Fastball
1,0,2,0,0,1,1,1,0,0.831,0.893,1979.906416,4.64975483,16.01691817,TwoSeam Fastball
1,0,0,0,0,1,0,0,0,0.44,1.863,2275.939253,-4.146650486,-3.061976925,Slider
1,0,1,0,0,0,0,0,0,1.413,2.88,2011.852949,6.097654171,16.63745497,TwoSeam Fastball
1,1,1,0,0,0,0,0,0,-0.647,0.873,1963.993208,-1.533996753,13.10214804,Changeup
1,2,1,0,0,0,0,0,0,0.518,0.67,2040.075727,-0.510890208,13.63288306,Changeup
1,3,1,0,0,0,1,0,1,-0.089,2.672,2090.599165,6.626746006,16.99526976,TwoSeam Fastball
1,0,0,1,0,0,1,0,1,-0.54,2.299,2020.425947,8.848522015,16.97898863,TwoSeam Fastball
1,0,0,1,0,0,0,0,0,-0.846,1.135,2003.352095,4.448575802,16.05423544,Changeup
1,1,0,1,0,1,1,1,0,0.507,1.255,1998.887129,-0.485992216,16.90347098,Changeup
1,1,1,1,0,0,0,0,0,-0.91,1.755,2252.591108,12.85384733,12.64639758,FourSeam Fastball
1,2,1,1,0,1,1,0,0,0.576,1.66,1967.136641,3.50388772,13.14591597,Changeup
1,2,2,1,0,1,1,0,0,-0.675,2.572,2226.084517,7.883550473,16.91753767,TwoSeam Fastball
1,2,2,1,0,0,0,0,0,-1.3,0.292,2226.832808,-8.204594783,0.935946926,Slider
1,3,2,1,0,0,1,0,1,0.706,1.97,1928.453779,3.577187844,16.02997778,Changeup
1,0,0,1,0,1,1,1,0,0.726,2.977,2175.47563,14.71778852,12.42583178,FourSeam Fastball
1,0,1,1,0,1,1,0,0,0.741,2.599,1997.465742,8.548099346,17.43582724,Changeup
1,0,2,1,0,0,0,0,0,0.695,0.682,1958.455488,2.841176577,10.60498808,Changeup
1,1,2,1,0,0,1,0,1,-0.141,3.225,2094.315962,3.089400597,19.66416167,TwoSeam Fastball
1,0,0,0,0,1,1,1,0,1.355,2.823,2109.009321,3.613878317,19.11382292,TwoSeam Fastball
1,0,1,0,0,0,0,0,0,0.635,4.513,1998.796064,8.987003155,15.94821547,TwoSeam Fastball
1,1,1,0,0,1,1,0,0,1.018,2.36,2036.070234,2.964202709,16.82152556,TwoSeam Fastball
1,1,2,0,0,0,0,0,0,1.803,2.854,1923.908369,3.777924366,16.93703268,TwoSeam Fastball
1,2,2,0,0,0,1,0,1,0.546,2.152,2194.85771,-7.148650818,-1.350401774,Slider
1,0,0,0,0,1,1,0,0,0.254,1.52,2094.720503,10.12853033,17.09752081,TwoSeam Fastball
1,0,1,0,0,0,1,0,1,0.725,1.997,2224.764448,9.314167805,13.94646929,FourSeam Fastball
1,0,0,0,0,0,0,0,0,-0.203,1.684,2174.884321,7.95326025,16.39552496,TwoSeam Fastball
1,1,0,0,0,1,0,0,0,0.555,2.128,1989.745527,1.321697302,12.60354613,Changeup
1,1,1,0,0,1,1,0,0,1.133,2.509,2076.227827,7.852392979,16.94151305,TwoSeam Fastball
1,1,2,0,0,0,0,0,0,1.172,1.147,1885.210981,3.087634631,14.38615988,Changeup
1,2,2,0,0,1,1,1,0,0.986,1.494,1956.120283,0.509781964,14.78671072,Changeup
1,0,0,0,0,1,0,0,0,-0.204,3.05,1993.827436,-1.180877499,1.291033372,Slider
1,0,1,0,0,1,1,1,0,0.468,1.4,2017.120771,1.270766445,16.64310835,Changeup
1,0,2,0,0,1,1,1,0,1.047,1.223,2012.371992,1.03325922,15.86218069,Changeup
1,0,0,0,0,0,0,0,0,-0.766,3.11,2109.636763,-0.574879311,-0.227950793,Slider
1,1,0,0,0,0,1,0,1,0.166,1.008,1962.631392,0.590750225,16.46433447,Changeup
1,0,0,0,0,0,0,0,0,-0.811,0.587,2214.488813,-4.051552705,0.337039337,Slider
1,1,0,0,0,1,0,0,0,0.357,2.781,2292.521284,15.39367182,11.22726344,FourSeam Fastball
1,1,1,0,0,0,1,0,1,0.328,2.001,2009.076704,4.710176297,15.15405081,Changeup
1,0,0,1,0,0,1,0,1,-0.233,2.046,2243.775923,6.482151814,18.17790793,TwoSeam Fastball
1,0,0,1,0,1,1,1,0,-0.254,1.582,1938.13957,-0.702516012,16.80668448,Changeup
1,0,1,1,0,1,1,1,0,0.298,3.323,2201.958052,12.79497702,12.35147189,FourSeam Fastball
1,0,2,1,0,0,0,0,0,0.042,4.498,2285.519575,13.14283354,10.6896448,FourSeam Fastball
1,1,2,1,0,0,0,0,0,-0.751,3.661,2238.421675,12.69408972,9.890110955,FourSeam Fastball
1,2,2,1,0,0,0,0,0,-1.843,2.054,2196.018843,14.69755632,12.05674933,FourSeam Fastball
1,3,2,1,0,1,1,0,0,0.706,1.115,1843.224165,3.0495084,14.74899481,Changeup
1,3,2,1,0,1,1,1,0,1.092,2.357,1908.022139,0.026777767,12.44782351,Changeup
1,0,0,1,0,0,0,0,0,1.362,2.329,2148.969038,14.77773649,9.826531395,FourSeam Fastball
1,1,0,1,0,0,0,0,0,-1.819,1.008,2314.473921,12.68528063,11.77905463,FourSeam Fastball
1,2,0,1,0,1,1,1,0,-0.654,1.931,1988.778852,2.312981911,15.52529429,Changeup
1,2,1,1,0,0,0,0,0,1.311,2.889,1988.426191,2.100310631,14.11314677,Changeup
1,3,1,1,0,0,1,0,1,-0.242,1.999,1863.82292,3.195920534,12.09446715,Changeup
1,0,0,0,0,0,0,0,0,-0.788,1.707,2000.964399,3.335319348,15.64976881,Changeup
1,1,0,0,0,1,1,0,0,-0.765,1.787,2111.890425,4.826860733,15.83484648,TwoSeam Fastball
1,1,1,0,0,0,0,0,0,-0.547,1.534,2265.126753,7.818355866,16.73673628,TwoSeam Fastball
1,2,1,0,0,0,1,0,1,0.479,1.876,2117.674849,7.860854454,15.62039565,TwoSeam Fastball
1,0,0,0,0,1,1,1,0,-0.453,1.76,1985.292158,1.501832552,14.73194025,Changeup
1,0,1,0,0,1,1,1,0,0.56,1.904,2057.266035,1.417330571,16.37336539,Changeup
1,0,2,0,0,1,1,1,0,0.699,1.249,1969.664839,2.436866112,15.04449557,Changeup
1,0,0,0,0,1,0,0,0,-0.152,1.645,2223.096479,8.638023205,18.60653494,TwoSeam Fastball
1,0,1,0,0,0,0,0,0,-0.44,0.856,1962.507612,2.594018765,15.75771426,Changeup
1,1,1,0,0,0,1,0,1,0.535,2.057,2028.145918,10.09802992,17.33555411,TwoSeam Fastball
1,0,0,0,0,0,0,0,0,1.133,0.931,1870.242964,5.158232518,17.59003256,Changeup
1,1,0,0,0,0,1,0,1,0.071,2.324,2220.448286,8.907924481,16.58477972,TwoSeam Fastball
1,0,0,0,0,1,0,0,0,-0.231,1.723,2204.724165,9.492118664,15.53686999,TwoSeam Fastball
1,0,1,0,0,0,1,0,1,0.457,1.684,2070.261763,8.488198109,15.37545203,TwoSeam Fastball
1,0,0,0,0,1,0,0,0,-0.448,2.486,2264.081343,13.62067301,8.415328965,FourSeam Fastball
1,0,1,0,0,0,0,0,0,-1.663,-0.817,2226.888716,-3.340125255,0.15505971,Slider
1,1,1,0,0,1,0,0,0,0.349,2.202,2166.568159,-1.48842328,-2.931319967,Slider
1,1,2,0,0,0,1,0,1,0.562,2.292,2305.757612,14.2084263,12.98454569,FourSeam Fastball
1,0,0,0,0,1,0,0,0,0.562,2.856,2177.47563,13.12993128,6.918226227,FourSeam Fastball
1,0,1,0,0,0,0,0,0,0.963,0.872,2095.005171,7.095585652,16.53459166,TwoSeam Fastball
1,1,1,0,0,0,0,0,0,2.255,2.697,2051.149336,6.060094662,16.87373351,TwoSeam Fastball
1,2,1,0,0,1,1,0,0,0.542,1.63,2039.657637,7.964414425,13.3792095,TwoSeam Fastball
1,2,2,0,0,0,0,0,0,1.729,2.796,1877.823164,3.144254036,13.36358546,Changeup
1,3,2,0,0,0,0,0,0,1.485,2.765,1969.649092,7.133530922,17.95613669,TwoSeam Fastball
1,0,0,0,1,0,0,0,0,-0.727,0.66,2119.432661,11.94328577,-15.53668691,FourSeam Fastball
1,1,0,0,1,1,1,0,0,0.179,2.244,2007.764204,11.1470402,-14.35810758,FourSeam Fastball
1,1,1,0,1,1,1,0,0,-0.146,2.915,1719.15373,2.304350205,-0.479634538,Slider
1,1,2,0,1,1,1,1,0,0.845,3.03,2223.261274,18.27944166,-9.20203115,FourSeam Fastball
1,0,0,1,1,1,0,0,0,0.074,2.912,2213.389936,13.28353769,-14.63820554,FourSeam Fastball
1,0,1,1,1,0,0,0,0,0.743,3.867,2137.132612,15.76447374,-9.391074196,FourSeam Fastball
1,1,1,1,1,0,1,0,1,0.119,2.26,1803.32353,4.93147976,5.308742031,Slider
1,0,0,1,1,1,0,0,0,0.583,2.591,1805.411909,2.659984179,2.061327443,Slider
1,0,1,1,1,0,0,0,0,1.013,1.82,2151.752729,15.73806555,-7.713057533,FourSeam Fastball
1,1,1,1,1,1,0,0,0,-0.442,2.269,1767.614912,5.359668083,1.74628149,Slider
1,1,2,1,1,1,0,0,0,0.688,2.27,2211.578413,13.80275518,-12.62656118,FourSeam Fastball
1,0,0,0,0,1,0,0,0,0.136,1.684,1765.107466,-3.029529266,13.93356036,TwoSeam Fastball
1,0,1,0,0,1,0,0,0,0.139,1.461,2183.845015,-0.184497342,-9.614990249,Slider
1,0,2,0,0,0,0,0,0,0.739,4.67,2048.800337,12.21872217,10.46979235,FourSeam Fastball
1,1,2,0,0,1,1,0,0,-0.303,2.282,2184.275434,0.809515543,-12.22004797,Slider
1,1,2,0,0,0,0,0,0,-1.807,0.777,2267.600386,3.45431859,-7.612693325,Slider
1,2,2,0,0,0,1,0,1,0.605,1.819,1884.793745,-1.690228157,15.24826239,TwoSeam Fastball
1,0,0,0,0,0,1,0,1,0.988,2.691,1845.016279,0.729029484,16.20983694,TwoSeam Fastball
1,0,0,0,0,1,0,0,0,0.057,2.089,1929.143354,0.710402317,17.22148894,TwoSeam Fastball
1,0,1,0,0,1,1,1,0,0.543,1.942,1936.747358,-1.483320288,18.69429205,TwoSeam Fastball
1,0,2,0,0,0,0,0,0,1.261,1.69,1867.355513,-1.458919697,18.19296454,TwoSeam Fastball
1,1,2,0,0,0,0,0,0,-1.671,0.273,2204.72978,-0.300245188,-4.706260696,Slider
1,2,2,0,0,1,1,1,0,1.341,2.388,1760.034101,-2.581622057,16.46582411,TwoSeam Fastball
1,0,0,0,0,0,0,0,0,1.145,2.422,1696.825483,-3.101942472,14.58323286,TwoSeam Fastball
1,1,0,0,0,1,1,0,0,0.7,2,1744.333052,-2.476460867,13.57792471,TwoSeam Fastball
1,1,1,0,0,0,1,0,1,-0.168,1.617,1871.701704,-4.096802406,15.18274115,TwoSeam Fastball
